"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","HFD","Rapamycin","Weight"
"424","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",156,"Body Weight",42140,"fasted","High Fat Diet",TRUE,FALSE,42.14
"451","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",156,"Body Weight",42240,"fasted","High Fat Diet",TRUE,FALSE,42.24
"4610","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",156,"Body Weight",41160,"fasted","High Fat Diet",TRUE,FALSE,41.16
"4710","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",156,"Body Weight",38390,"fasted","High Fat Diet",TRUE,FALSE,38.39
"5011","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",156,"Body Weight",40820,"fasted","High Fat Diet",TRUE,FALSE,40.82
"5111","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",156,"Body Weight",42570,"fasted","High Fat Diet",TRUE,FALSE,42.57
"541","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",156,"Body Weight",44990,"fasted","High Fat Diet",TRUE,FALSE,44.99
"551","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",156,"Body Weight",40280,"fasted","High Fat Diet",TRUE,FALSE,40.28
"561","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",156,"Body Weight",47370,"fasted","High Fat Diet",TRUE,FALSE,47.37
"591","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",156,"Body Weight",41080,"fasted","High Fat Diet",TRUE,FALSE,41.08
"601","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",156,"Body Weight",42170,"fasted","High Fat Diet",TRUE,FALSE,42.17
"461","C57BL/6J-EarTag #970",1909629,"C57BL/6J","+/+",209,"Body Weight",45580,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,45.58
"462","C57BL/6J-EarTag #974",1909629,"C57BL/6J","+/+",209,"Body Weight",45800,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,45.8
"463","C57BL/6J-EarTag #956",1909629,"C57BL/6J","+/+",209,"Body Weight",33380,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,33.38
"464","C57BL/6J-EarTag #953",1909629,"C57BL/6J","+/+",209,"Body Weight",44340,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,44.34
"465","C57BL/6J-EarTag #964",1909640,"C57BL/6J","+/+",201,"Body Weight",37940,"fed","Sham + High Fat Diet",TRUE,FALSE,37.94
"466","C57BL/6J-EarTag #963",1909640,"C57BL/6J","+/+",201,"Body Weight",44030,"fed","Sham + High Fat Diet",TRUE,FALSE,44.03
"467","C57BL/6J-EarTag #977",1909640,"C57BL/6J","+/+",201,"Body Weight",33420,"fed","Sham + High Fat Diet",TRUE,FALSE,33.42
"468","C57BL/6J-EarTag #962",1909640,"C57BL/6J","+/+",201,"Body Weight",38010,"fed","Sham + High Fat Diet",TRUE,FALSE,38.01
"469","C57BL/6J-EarTag #976",1909639,"C57BL/6J","+/+",211,"Body Weight",41990,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,41.99
"470","C57BL/6J-EarTag #975",1909639,"C57BL/6J","+/+",211,"Body Weight",40490,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,40.49
"471","C57BL/6J-EarTag #978",1909639,"C57BL/6J","+/+",211,"Body Weight",47280,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,47.28
"472","C57BL/6J-EarTag #967",1909639,"C57BL/6J","+/+",211,"Body Weight",46130,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,46.13
"473","C57BL/6J-EarTag #931",1909633,"C57BL/6J","+/+",209,"Body Weight",43940,"fed","Sham + High Fat Diet",TRUE,FALSE,43.94
"474","C57BL/6J-EarTag #913",1909633,"C57BL/6J","+/+",209,"Body Weight",41360,"fed","Sham + High Fat Diet",TRUE,FALSE,41.36
"475","C57BL/6J-EarTag #914",1909633,"C57BL/6J","+/+",209,"Body Weight",37630,"fed","Sham + High Fat Diet",TRUE,FALSE,37.63
"476","C57BL/6J-EarTag #952",1909633,"C57BL/6J","+/+",209,"Body Weight",48140,"fed","Sham + High Fat Diet",TRUE,FALSE,48.14
"477","C57BL/6J-EarTag #895",1909627,"C57BL/6J","+/+",211,"Body Weight",35920,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,35.92
"478","C57BL/6J-EarTag #915",1909627,"C57BL/6J","+/+",211,"Body Weight",39490,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,39.49
"479","C57BL/6J-EarTag #897",1909627,"C57BL/6J","+/+",211,"Body Weight",43510,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,43.51
"480","C57BL/6J-EarTag #894",1909627,"C57BL/6J","+/+",211,"Body Weight",41670,"fed","Rapamycin + High Fat Diet",TRUE,TRUE,41.67
"481","C57BL/6J-EarTag #959",1909634,"C57BL/6J","+/+",209,"Body Weight",43420,"fed","Sham + High Fat Diet",TRUE,FALSE,43.42
"482","C57BL/6J-EarTag #957",1909634,"C57BL/6J","+/+",209,"Body Weight",41200,"fed","Sham + High Fat Diet",TRUE,FALSE,41.2
"483","C57BL/6J-EarTag #935",1909634,"C57BL/6J","+/+",209,"Body Weight",29310,"fed","Sham + High Fat Diet",TRUE,FALSE,29.31
"484","C57BL/6J-EarTag #954",1909634,"C57BL/6J","+/+",209,"Body Weight",45990,"fed","Sham + High Fat Diet",TRUE,FALSE,45.99
"485","C57BL/6J-EarTag #968",1909630,"C57BL/6J","+/+",209,"Body Weight",46010,"fed","Sham + High Fat Diet",TRUE,FALSE,46.01
"486","C57BL/6J-EarTag #969",1909630,"C57BL/6J","+/+",209,"Body Weight",49150,"fed","Sham + High Fat Diet",TRUE,FALSE,49.15
"487","C57BL/6J-EarTag #973",1909630,"C57BL/6J","+/+",209,"Body Weight",38810,"fed","Sham + High Fat Diet",TRUE,FALSE,38.81
"488","C57BL/6J-EarTag #971",1909630,"C57BL/6J","+/+",209,"Body Weight",42810,"fed","Sham + High Fat Diet",TRUE,FALSE,42.81
"489","C57BL/6J-EarTag #933",1909622,"C57BL/6J","+/+",212,"Body Weight",28490,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.49
"490","C57BL/6J-EarTag #951",1909622,"C57BL/6J","+/+",212,"Body Weight",27890,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,27.89
"491","C57BL/6J-EarTag #912",1909622,"C57BL/6J","+/+",212,"Body Weight",28850,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.85
"492","C57BL/6J-EarTag #911",1909622,"C57BL/6J","+/+",212,"Body Weight",28590,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.59
"493","C57BL/6J-EarTag #934",1909622,"C57BL/6J","+/+",212,"Body Weight",32700,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,32.7
"494","C57BL/6J-EarTag #941",1909616,"C57BL/6J","+/+",212,"Body Weight",30570,"fed","Sham + Normal Chow Diet",FALSE,FALSE,30.57
"495","C57BL/6J-EarTag #940",1909616,"C57BL/6J","+/+",212,"Body Weight",32430,"fed","Sham + Normal Chow Diet",FALSE,FALSE,32.43
"496","C57BL/6J-EarTag #944",1909616,"C57BL/6J","+/+",212,"Body Weight",29550,"fed","Sham + Normal Chow Diet",FALSE,FALSE,29.55
"497","C57BL/6J-EarTag #939",1909616,"C57BL/6J","+/+",212,"Body Weight",29210,"fed","Sham + Normal Chow Diet",FALSE,FALSE,29.21
"498","C57BL/6J-EarTag #942",1909616,"C57BL/6J","+/+",212,"Body Weight",30720,"fed","Sham + Normal Chow Diet",FALSE,FALSE,30.72
"499","C57BL/6J-EarTag #902",1909618,"C57BL/6J","+/+",212,"Body Weight",27880,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,27.88
"500","C57BL/6J-EarTag #901",1909618,"C57BL/6J","+/+",212,"Body Weight",28950,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.95
"501","C57BL/6J-EarTag #943",1909618,"C57BL/6J","+/+",212,"Body Weight",28630,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.63
"502","C57BL/6J-EarTag #900",1909618,"C57BL/6J","+/+",212,"Body Weight",25480,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.48
"503","C57BL/6J-EarTag #903",1909618,"C57BL/6J","+/+",212,"Body Weight",28440,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.44
"504","C57BL/6J-EarTag #908",1909615,"C57BL/6J","+/+",213,"Body Weight",28080,"fed","Sham + Normal Chow Diet",FALSE,FALSE,28.08
"505","C57BL/6J-EarTag #950",1909615,"C57BL/6J","+/+",213,"Body Weight",25210,"fed","Sham + Normal Chow Diet",FALSE,FALSE,25.21
"506","C57BL/6J-EarTag #949",1909615,"C57BL/6J","+/+",213,"Body Weight",26780,"fed","Sham + Normal Chow Diet",FALSE,FALSE,26.78
"507","C57BL/6J-EarTag #906",1909615,"C57BL/6J","+/+",213,"Body Weight",27750,"fed","Sham + Normal Chow Diet",FALSE,FALSE,27.75
"508","C57BL/6J-EarTag #948",1909615,"C57BL/6J","+/+",213,"Body Weight",28890,"fed","Sham + Normal Chow Diet",FALSE,FALSE,28.89
"509","C57BL/6J-EarTag #932",1909613,"C57BL/6J","+/+",213,"Body Weight",31000,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,31
"510","C57BL/6J-EarTag #930",1909613,"C57BL/6J","+/+",213,"Body Weight",28080,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.08
"511","C57BL/6J-EarTag #919",1909613,"C57BL/6J","+/+",213,"Body Weight",28170,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.17
"512","C57BL/6J-EarTag #920",1909613,"C57BL/6J","+/+",213,"Body Weight",27560,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,27.56
"513","C57BL/6J-EarTag #907",1909613,"C57BL/6J","+/+",213,"Body Weight",29670,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,29.67
"514","C57BL/6J-EarTag #923",1909621,"C57BL/6J","+/+",211,"Body Weight",27240,"fed","Sham + Normal Chow Diet",FALSE,FALSE,27.24
"515","C57BL/6J-EarTag #927",1909621,"C57BL/6J","+/+",211,"Body Weight",27210,"fed","Sham + Normal Chow Diet",FALSE,FALSE,27.21
"516","C57BL/6J-EarTag #922",1909621,"C57BL/6J","+/+",211,"Body Weight",28770,"fed","Sham + Normal Chow Diet",FALSE,FALSE,28.77
"517","C57BL/6J-EarTag #925",1909621,"C57BL/6J","+/+",211,"Body Weight",28620,"fed","Sham + Normal Chow Diet",FALSE,FALSE,28.62
"518","C57BL/6J-EarTag #926",1909621,"C57BL/6J","+/+",211,"Body Weight",27680,"fed","Sham + Normal Chow Diet",FALSE,FALSE,27.68
"519","C57BL/6J-EarTag #921",1909626,"C57BL/6J","+/+",211,"Body Weight",28900,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.9
"520","C57BL/6J-EarTag #893",1909626,"C57BL/6J","+/+",211,"Body Weight",29080,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,29.08
"521","C57BL/6J-EarTag #924",1909626,"C57BL/6J","+/+",211,"Body Weight",26180,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.18
"522","C57BL/6J-EarTag #891",1909626,"C57BL/6J","+/+",211,"Body Weight",26880,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.88
"523","C57BL/6J-EarTag #892",1909626,"C57BL/6J","+/+",211,"Body Weight",30240,"fed","Rapamycin + Normal Chow Diet",FALSE,TRUE,30.24
"137","C57BL/6J-EarTag #933",1909622,"C57BL/6J","+/+",213,"Body Weight",26330,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.33
"2101","C57BL/6J-EarTag #951",1909622,"C57BL/6J","+/+",213,"Body Weight",25450,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.45
"3100","C57BL/6J-EarTag #912",1909622,"C57BL/6J","+/+",213,"Body Weight",26050,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.05
"425","C57BL/6J-EarTag #911",1909622,"C57BL/6J","+/+",213,"Body Weight",25600,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.6
"527","C57BL/6J-EarTag #934",1909622,"C57BL/6J","+/+",213,"Body Weight",29650,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,29.65
"610","C57BL/6J-EarTag #941",1909616,"C57BL/6J","+/+",213,"Body Weight",27650,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,27.65
"711","C57BL/6J-EarTag #940",1909616,"C57BL/6J","+/+",213,"Body Weight",29260,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,29.26
"813","C57BL/6J-EarTag #944",1909616,"C57BL/6J","+/+",213,"Body Weight",27160,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,27.16
"911","C57BL/6J-EarTag #939",1909616,"C57BL/6J","+/+",213,"Body Weight",26160,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,26.16
"1010","C57BL/6J-EarTag #942",1909616,"C57BL/6J","+/+",213,"Body Weight",27770,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,27.77
"1111","C57BL/6J-EarTag #902",1909618,"C57BL/6J","+/+",213,"Body Weight",26080,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.08
"1211","C57BL/6J-EarTag #901",1909618,"C57BL/6J","+/+",213,"Body Weight",26330,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.33
"138","C57BL/6J-EarTag #943",1909618,"C57BL/6J","+/+",213,"Body Weight",25770,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.77
"141","C57BL/6J-EarTag #900",1909618,"C57BL/6J","+/+",213,"Body Weight",23300,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,23.3
"152","C57BL/6J-EarTag #903",1909618,"C57BL/6J","+/+",213,"Body Weight",26940,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.94
"163","C57BL/6J-EarTag #908",1909615,"C57BL/6J","+/+",214,"Body Weight",25770,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.77
"172","C57BL/6J-EarTag #950",1909615,"C57BL/6J","+/+",214,"Body Weight",23100,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,23.1
"1811","C57BL/6J-EarTag #949",1909615,"C57BL/6J","+/+",214,"Body Weight",25260,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.26
"1912","C57BL/6J-EarTag #906",1909615,"C57BL/6J","+/+",214,"Body Weight",25570,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.57
"2012","C57BL/6J-EarTag #948",1909615,"C57BL/6J","+/+",214,"Body Weight",26590,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,26.59
"2111","C57BL/6J-EarTag #932",1909613,"C57BL/6J","+/+",214,"Body Weight",28550,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,28.55
"2211","C57BL/6J-EarTag #930",1909613,"C57BL/6J","+/+",214,"Body Weight",25640,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.64
"2311","C57BL/6J-EarTag #919",1909613,"C57BL/6J","+/+",214,"Body Weight",25220,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.22
"2411","C57BL/6J-EarTag #920",1909613,"C57BL/6J","+/+",214,"Body Weight",25010,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,25.01
"2511","C57BL/6J-EarTag #907",1909613,"C57BL/6J","+/+",214,"Body Weight",27090,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,27.09
"2612","C57BL/6J-EarTag #923",1909621,"C57BL/6J","+/+",212,"Body Weight",25390,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.39
"2712","C57BL/6J-EarTag #927",1909621,"C57BL/6J","+/+",212,"Body Weight",25330,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.33
"2812","C57BL/6J-EarTag #922",1909621,"C57BL/6J","+/+",212,"Body Weight",28210,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,28.21
"2912","C57BL/6J-EarTag #925",1909621,"C57BL/6J","+/+",212,"Body Weight",26600,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,26.6
"3012","C57BL/6J-EarTag #926",1909621,"C57BL/6J","+/+",212,"Body Weight",25480,"fasted","Sham + Normal Chow Diet",FALSE,FALSE,25.48
"3112","C57BL/6J-EarTag #921",1909626,"C57BL/6J","+/+",212,"Body Weight",26480,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.48
"3212","C57BL/6J-EarTag #893",1909626,"C57BL/6J","+/+",212,"Body Weight",26860,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,26.86
"3312","C57BL/6J-EarTag #924",1909626,"C57BL/6J","+/+",212,"Body Weight",24090,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,24.09
"3411","C57BL/6J-EarTag #891",1909626,"C57BL/6J","+/+",212,"Body Weight",24440,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,24.44
"3511","C57BL/6J-EarTag #892",1909626,"C57BL/6J","+/+",212,"Body Weight",27680,"fasted","Rapamycin + Normal Chow Diet",FALSE,TRUE,27.68
"611","C57BL/6J-EarTag #970",1909629,"C57BL/6J","+/+",210,"Body Weight",42960,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,42.96
"622","C57BL/6J-EarTag #974",1909629,"C57BL/6J","+/+",210,"Body Weight",43950,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,43.95
"632","C57BL/6J-EarTag #956",1909629,"C57BL/6J","+/+",210,"Body Weight",32070,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,32.07
"642","C57BL/6J-EarTag #953",1909629,"C57BL/6J","+/+",210,"Body Weight",42510,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,42.51
"652","C57BL/6J-EarTag #964",1909640,"C57BL/6J","+/+",202,"Body Weight",36130,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.13
"662","C57BL/6J-EarTag #963",1909640,"C57BL/6J","+/+",202,"Body Weight",41550,"fasted","Sham + High Fat Diet",TRUE,FALSE,41.55
"672","C57BL/6J-EarTag #977",1909640,"C57BL/6J","+/+",202,"Body Weight",31580,"fasted","Sham + High Fat Diet",TRUE,FALSE,31.58
"682","C57BL/6J-EarTag #962",1909640,"C57BL/6J","+/+",202,"Body Weight",35950,"fasted","Sham + High Fat Diet",TRUE,FALSE,35.95
"692","C57BL/6J-EarTag #976",1909639,"C57BL/6J","+/+",212,"Body Weight",39850,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,39.85
"701","C57BL/6J-EarTag #975",1909639,"C57BL/6J","+/+",212,"Body Weight",38610,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,38.61
"712","C57BL/6J-EarTag #978",1909639,"C57BL/6J","+/+",212,"Body Weight",44390,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,44.39
"721","C57BL/6J-EarTag #967",1909639,"C57BL/6J","+/+",212,"Body Weight",43340,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,43.34
"731","C57BL/6J-EarTag #931",1909633,"C57BL/6J","+/+",210,"Body Weight",42710,"fasted","Sham + High Fat Diet",TRUE,FALSE,42.71
"741","C57BL/6J-EarTag #913",1909633,"C57BL/6J","+/+",210,"Body Weight",38700,"fasted","Sham + High Fat Diet",TRUE,FALSE,38.7
"751","C57BL/6J-EarTag #914",1909633,"C57BL/6J","+/+",210,"Body Weight",36230,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.23
"761","C57BL/6J-EarTag #952",1909633,"C57BL/6J","+/+",210,"Body Weight",45960,"fasted","Sham + High Fat Diet",TRUE,FALSE,45.96
"771","C57BL/6J-EarTag #895",1909627,"C57BL/6J","+/+",212,"Body Weight",33940,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,33.94
"781","C57BL/6J-EarTag #915",1909627,"C57BL/6J","+/+",212,"Body Weight",37450,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,37.45
"792","C57BL/6J-EarTag #897",1909627,"C57BL/6J","+/+",212,"Body Weight",41020,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,41.02
"802","C57BL/6J-EarTag #894",1909627,"C57BL/6J","+/+",212,"Body Weight",39870,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,39.87
"814","C57BL/6J-EarTag #959",1909634,"C57BL/6J","+/+",210,"Body Weight",41130,"fasted","Sham + High Fat Diet",TRUE,FALSE,41.13
"822","C57BL/6J-EarTag #957",1909634,"C57BL/6J","+/+",210,"Body Weight",39240,"fasted","Sham + High Fat Diet",TRUE,FALSE,39.24
"832","C57BL/6J-EarTag #935",1909634,"C57BL/6J","+/+",210,"Body Weight",27260,"fasted","Sham + High Fat Diet",TRUE,FALSE,27.26
"842","C57BL/6J-EarTag #954",1909634,"C57BL/6J","+/+",210,"Body Weight",43170,"fasted","Sham + High Fat Diet",TRUE,FALSE,43.17
"852","C57BL/6J-EarTag #968",1909630,"C57BL/6J","+/+",210,"Body Weight",44030,"fasted","Sham + High Fat Diet",TRUE,FALSE,44.03
"862","C57BL/6J-EarTag #969",1909630,"C57BL/6J","+/+",210,"Body Weight",46690,"fasted","Sham + High Fat Diet",TRUE,FALSE,46.69
"871","C57BL/6J-EarTag #973",1909630,"C57BL/6J","+/+",210,"Body Weight",36240,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.24
"881","C57BL/6J-EarTag #971",1909630,"C57BL/6J","+/+",210,"Body Weight",40410,"fasted","Sham + High Fat Diet",TRUE,FALSE,40.41
